3.3644e+01 1.0000e-02 1.1188e+03
3.3644e+01 2.0204e-02 1.1416e+03
3.3644e+01 3.0408e-02 1.1611e+03
3.3644e+01 4.0612e-02 1.1797e+03
3.3644e+01 5.0816e-02 1.1998e+03
3.3644e+01 6.1020e-02 1.2238e+03
3.3644e+01 7.1224e-02 1.2541e+03
3.3644e+01 8.1429e-02 1.2931e+03
3.3644e+01 9.1633e-02 1.3432e+03
3.3644e+01 1.0184e-01 1.4068e+03
3.3644e+01 1.1204e-01 1.4864e+03
3.3644e+01 1.2224e-01 1.5842e+03
3.3644e+01 1.3245e-01 1.7028e+03
3.3644e+01 1.4265e-01 1.8444e+03
3.3644e+01 1.5286e-01 2.0116e+03
3.3644e+01 1.6306e-01 2.2067e+03
3.3644e+01 1.7327e-01 2.4321e+03
3.3644e+01 1.8347e-01 2.6902e+03
3.3644e+01 1.9367e-01 2.9835e+03
3.3644e+01 2.0388e-01 3.3142e+03
3.3644e+01 2.1408e-01 3.6849e+03
3.3644e+01 2.2429e-01 4.0978e+03
3.3644e+01 2.3449e-01 4.5555e+03
3.3644e+01 2.4469e-01 5.0603e+03
3.3644e+01 2.5490e-01 5.6146e+03
3.3644e+01 2.6510e-01 6.2209e+03
3.3644e+01 2.7531e-01 6.8814e+03
3.3644e+01 2.8551e-01 7.5987e+03
3.3644e+01 2.9571e-01 8.3751e+03
3.3644e+01 3.0592e-01 9.2130e+03
3.3644e+01 3.1612e-01 1.0115e+04
3.3644e+01 3.2633e-01 1.1083e+04
3.3644e+01 3.3653e-01 1.2120e+04
3.3644e+01 3.4673e-01 1.3228e+04
3.3644e+01 3.5694e-01 1.4409e+04
3.3644e+01 3.6714e-01 1.5667e+04
3.3644e+01 3.7735e-01 1.7002e+04
3.3644e+01 3.8755e-01 1.8419e+04
3.3644e+01 3.9776e-01 1.9918e+04
3.3644e+01 4.0796e-01 2.1504e+04
3.3644e+01 4.1816e-01 2.3177e+04
3.3644e+01 4.2837e-01 2.4940e+04
3.3644e+01 4.3857e-01 2.6796e+04
3.3644e+01 4.4878e-01 2.8747e+04
3.3644e+01 4.5898e-01 3.0796e+04
3.3644e+01 4.6918e-01 3.2945e+04
3.3644e+01 4.7939e-01 3.5196e+04
3.3644e+01 4.8959e-01 3.7551e+04
3.3644e+01 4.9980e-01 4.0014e+04
3.3644e+01 5.1000e-01 4.2586e+04
3.2033e+01 1.0000e-02 1.0555e+03
3.2033e+01 2.0204e-02 1.0435e+03
3.2033e+01 3.0408e-02 1.0311e+03
3.2033e+01 4.0612e-02 1.0200e+03
3.2033e+01 5.0816e-02 1.0118e+03
3.2033e+01 6.1020e-02 1.0081e+03
3.2033e+01 7.1224e-02 1.0105e+03
3.2033e+01 8.1429e-02 1.0205e+03
3.2033e+01 9.1633e-02 1.0398e+03
3.2033e+01 1.0184e-01 1.0700e+03
3.2033e+01 1.1204e-01 1.1126e+03
3.2033e+01 1.2224e-01 1.1693e+03
3.2033e+01 1.3245e-01 1.2416e+03
3.2033e+01 1.4265e-01 1.3312e+03
3.2033e+01 1.5286e-01 1.4396e+03
3.2033e+01 1.6306e-01 1.5685e+03
3.2033e+01 1.7327e-01 1.7194e+03
3.2033e+01 1.8347e-01 1.8939e+03
3.2033e+01 1.9367e-01 2.0937e+03
3.2033e+01 2.0388e-01 2.3203e+03
3.2033e+01 2.1408e-01 2.5753e+03
3.2033e+01 2.2429e-01 2.8604e+03
3.2033e+01 2.3449e-01 3.1770e+03
3.2033e+01 2.4469e-01 3.5269e+03
3.2033e+01 2.5490e-01 3.9116e+03
3.2033e+01 2.6510e-01 4.3327e+03
3.2033e+01 2.7531e-01 4.7917e+03
3.2033e+01 2.8551e-01 5.2904e+03
3.2033e+01 2.9571e-01 5.8303e+03
3.2033e+01 3.0592e-01 6.4130e+03
3.2033e+01 3.1612e-01 7.0400e+03
3.2033e+01 3.2633e-01 7.7131e+03
3.2033e+01 3.3653e-01 8.4337e+03
3.2033e+01 3.4673e-01 9.2035e+03
3.2033e+01 3.5694e-01 1.0024e+04
3.2033e+01 3.6714e-01 1.0897e+04
3.2033e+01 3.7735e-01 1.1824e+04
3.2033e+01 3.8755e-01 1.2806e+04
3.2033e+01 3.9776e-01 1.3846e+04
3.2033e+01 4.0796e-01 1.4944e+04
3.2033e+01 4.1816e-01 1.6103e+04
3.2033e+01 4.2837e-01 1.7324e+04
3.2033e+01 4.3857e-01 1.8608e+04
3.2033e+01 4.4878e-01 1.9957e+04
3.2033e+01 4.5898e-01 2.1373e+04
3.2033e+01 4.6918e-01 2.2858e+04
3.2033e+01 4.7939e-01 2.4412e+04
3.2033e+01 4.8959e-01 2.6038e+04
3.2033e+01 4.9980e-01 2.7737e+04
3.2033e+01 5.1000e-01 2.9510e+04
3.0565e+01 1.0000e-02 9.9704e+02
3.0565e+01 2.0204e-02 9.6595e+02
3.0565e+01 3.0408e-02 9.3584e+02
3.0565e+01 4.0612e-02 9.0780e+02
3.0565e+01 5.0816e-02 8.8291e+02
3.0565e+01 6.1020e-02 8.6225e+02
3.0565e+01 7.1224e-02 8.4692e+02
3.0565e+01 8.1429e-02 8.3800e+02
3.0565e+01 9.1633e-02 8.3656e+02
3.0565e+01 1.0184e-01 8.4370e+02
3.0565e+01 1.1204e-01 8.6050e+02
3.0565e+01 1.2224e-01 8.8805e+02
3.0565e+01 1.3245e-01 9.2743e+02
3.0565e+01 1.4265e-01 9.7972e+02
3.0565e+01 1.5286e-01 1.0460e+03
3.0565e+01 1.6306e-01 1.1274e+03
3.0565e+01 1.7327e-01 1.2249e+03
3.0565e+01 1.8347e-01 1.3397e+03
3.0565e+01 1.9367e-01 1.4729e+03
3.0565e+01 2.0388e-01 1.6255e+03
3.0565e+01 2.1408e-01 1.7985e+03
3.0565e+01 2.2429e-01 1.9932e+03
3.0565e+01 2.3449e-01 2.2106e+03
3.0565e+01 2.4469e-01 2.4517e+03
3.0565e+01 2.5490e-01 2.7177e+03
3.0565e+01 2.6510e-01 3.0096e+03
3.0565e+01 2.7531e-01 3.3285e+03
3.0565e+01 2.8551e-01 3.6755e+03
3.0565e+01 2.9571e-01 4.0517e+03
3.0565e+01 3.0592e-01 4.4582e+03
3.0565e+01 3.1612e-01 4.8961e+03
3.0565e+01 3.2633e-01 5.3664e+03
3.0565e+01 3.3653e-01 5.8702e+03
3.0565e+01 3.4673e-01 6.4086e+03
3.0565e+01 3.5694e-01 6.9828e+03
3.0565e+01 3.6714e-01 7.5937e+03
3.0565e+01 3.7735e-01 8.2425e+03
3.0565e+01 3.8755e-01 8.9302e+03
3.0565e+01 3.9776e-01 9.6580e+03
3.0565e+01 4.0796e-01 1.0427e+04
3.0565e+01 4.1816e-01 1.1238e+04
3.0565e+01 4.2837e-01 1.2092e+04
3.0565e+01 4.3857e-01 1.2991e+04
3.0565e+01 4.4878e-01 1.3935e+04
3.0565e+01 4.5898e-01 1.4926e+04
3.0565e+01 4.6918e-01 1.5965e+04
3.0565e+01 4.7939e-01 1.7052e+04
3.0565e+01 4.8959e-01 1.8189e+04
3.0565e+01 4.9980e-01 1.9377e+04
3.0565e+01 5.1000e-01 2.0616e+04
2.9221e+01 1.0000e-02 9.6012e+02
2.9221e+01 2.0204e-02 9.0918e+02
2.9221e+01 3.0408e-02 8.6104e+02
2.9221e+01 4.0612e-02 8.1639e+02
2.9221e+01 5.0816e-02 7.7591e+02
2.9221e+01 6.1020e-02 7.4026e+02
2.9221e+01 7.1224e-02 7.1012e+02
2.9221e+01 8.1429e-02 6.8618e+02
2.9221e+01 9.1633e-02 6.6911e+02
2.9221e+01 1.0184e-01 6.5959e+02
2.9221e+01 1.1204e-01 6.5829e+02
2.9221e+01 1.2224e-01 6.6589e+02
2.9221e+01 1.3245e-01 6.8307e+02
2.9221e+01 1.4265e-01 7.1051e+02
2.9221e+01 1.5286e-01 7.4887e+02
2.9221e+01 1.6306e-01 7.9885e+02
2.9221e+01 1.7327e-01 8.6111e+02
2.9221e+01 1.8347e-01 9.3634e+02
2.9221e+01 1.9367e-01 1.0252e+03
2.9221e+01 2.0388e-01 1.1284e+03
2.9221e+01 2.1408e-01 1.2466e+03
2.9221e+01 2.2429e-01 1.3804e+03
2.9221e+01 2.3449e-01 1.5306e+03
2.9221e+01 2.4469e-01 1.6978e+03
2.9221e+01 2.5490e-01 1.8828e+03
